canonical_id,canonical_name,canonical_entity_type,canonical_key,member_count,source_ids,book_ids,original_names,canonical_confidence,autolink_policy,phase4_status,notes,aliases,alias_count,review_reasons,review_priority,review_count,question_event_count,unique_question_count,weighted_event_sum,location_count__answer,location_count__distractor,location_count__other,location_count__seed_linked,location_count__seed_matched,location_count__stem,section_event_count,unique_section_count,out_relation_count,in_relation_count,master_v2_source,question_event_count_v2,unique_question_count_v2,location_v2__answer,location_v2__distractor,location_v2__source_note,location_v2__stem,display_component_count,component_formula_count_v2
can_3cfd5af927,小便不利,diagnostic_feature,diagnostic_feature::小便不利,5,formal_exam|multibook_v033|phase2_refined|tcm_v146,diagnosis|exam098_115|mb_jingui|mb_shanghan|v146_graph,小便不利,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,158.0,151.0,186.5,9.0,21.0,99.0,0.0,0.0,29.0,31.0,31.0,9.0,5.0,phase5_entities_with_H_recomputed_counts,168.0,151.0,23.0,55.0,0.0,90.0,0,0
can_4d9a94cdae,口乾,diagnostic_feature,diagnostic_feature::口乾,4,formal_exam|phase2_refined|tcm_v146|wenbing_v044,diagnosis|exam098_115|v146_graph|wenbing,口乾,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,149.0,149.0,161.0,3.0,12.0,91.0,0.0,0.0,43.0,22.0,22.0,10.0,96.0,phase5_entities_with_H_recomputed_counts,151.0,149.0,11.0,28.0,0.0,112.0,0,0
can_db2437be84,脈細數,diagnostic_feature,diagnostic_feature::脈細數,4,formal_exam|phase2_refined|tcm_v146|wenbing_v044,diagnosis|exam098_115|v146_graph|wenbing,脈細數,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,147.0,147.0,149.5,0.0,5.0,97.0,0.0,0.0,45.0,32.0,32.0,33.0,81.0,phase5_entities_with_H_recomputed_counts,149.0,147.0,6.0,17.0,0.0,126.0,0,0
can_c16b343d9f,腹脹,diagnostic_feature,diagnostic_feature::腹脹,5,formal_exam|multibook_v033|phase2_refined|tcm_v146|wenbing_v044,diagnosis|exam098_115|mb_shanghan|v146_graph|wenbing,腹脹,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,143.0,142.0,150.5,1.0,11.0,101.0,0.0,0.0,30.0,15.0,15.0,7.0,6.0,phase5_entities_with_H_recomputed_counts,149.0,142.0,12.0,37.0,0.0,100.0,0,0
can_2ff0ddd4f5,白虎湯,formula,formula::白虎湯,7,formal_exam|multibook_v033|tcm_v146|wenbing_v044,exam098_115|mb_shanghan|v146_graph|wenbing,白虎湯,high_or_seeded,normal,merged_exact_or_alias,,白虎湯,1,,,0,152.0,140.0,197.5,12.0,43.0,57.0,9.0,25.0,6.0,23.0,23.0,42.0,22.0,phase5_entities_with_H_recomputed_counts,161.0,140.0,25.0,90.0,34.0,12.0,0,0
can_9d25be8147,苔薄白,diagnostic_feature,diagnostic_feature::苔薄白,4,formal_exam|phase2_refined|tcm_v146|wenbing_v044,diagnosis|exam098_115|v146_graph|wenbing,苔薄白,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,140.0,140.0,143.5,1.0,3.0,93.0,0.0,0.0,43.0,22.0,22.0,26.0,82.0,phase5_entities_with_H_recomputed_counts,140.0,140.0,4.0,10.0,0.0,126.0,0,0
can_cb295b48c3,嘔吐,disease,disease::嘔吐,2,formal_exam|tcm_v146,exam098_115|v146_graph,嘔吐,high_or_seeded,normal,merged_exact_or_alias,,吐逆｜嘔｜吐｜噦,4,,,0,139.0,139.0,139.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,phase5_entities_with_H_recomputed_counts,158.0,139.0,14.0,42.0,0.0,102.0,0,0
can_e8dfc42f3f,腹痛,diagnostic_feature,diagnostic_feature::腹痛,5,formal_exam|multibook_v033|phase2_refined|tcm_v146,diagnosis|exam098_115|mb_jingui|mb_shanghan|v146_graph,腹痛,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,138.0,137.0,152.0,4.0,12.0,97.0,0.0,0.0,25.0,24.0,24.0,8.0,4.0,phase5_entities_with_H_recomputed_counts,153.0,137.0,18.0,45.0,0.0,90.0,0,0
can_4bd7a9684a,四逆湯,formula,formula::四逆湯,6,formal_exam|multibook_v033|tcm_v146,exam098_115|mb_jingui|mb_shanghan|v146_graph,四逆湯,high_or_seeded,normal,merged_exact_or_alias,,四逆湯｜四逆湯【金匱｜四逆湯【傷寒,3,,,0,137.0,128.0,183.0,14.0,36.0,63.0,21.0,0.0,3.0,11.0,11.0,24.0,20.0,phase5_entities_with_H_recomputed_counts,153.0,128.0,30.0,85.0,21.0,17.0,0,0
can_b2144c2f4d,身熱,diagnostic_feature,diagnostic_feature::身熱,5,formal_exam|multibook_v033|phase2_refined|tcm_v146|wenbing_v044,diagnosis|exam098_115|mb_shanghan|v146_graph|wenbing,身熱,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,126.0,126.0,126.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,7.0,53.0,phase5_entities_with_H_recomputed_counts,136.0,126.0,10.0,36.0,0.0,90.0,0,0
can_e86158a650,脈數,diagnostic_feature,diagnostic_feature::脈數,7,formal_exam|multibook_v033|phase2_refined|tcm_v146|wenbing_v044,diagnosis|exam098_115|mb_jingui|v146_graph|wenbing,脈數,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,124.0,123.0,137.5,5.0,7.0,77.0,0.0,0.0,35.0,22.0,22.0,14.0,7.0,phase5_entities_with_H_recomputed_counts,124.0,123.0,13.0,25.0,0.0,86.0,0,0
can_b8804ab23f,大承氣湯,formula,formula::大承氣湯,6,formal_exam|multibook_v033|tcm_v146,exam098_115|mb_jingui|mb_shanghan|v146_graph,大承氣湯,high_or_seeded,normal,merged_exact_or_alias,,大承氣湯｜大承氣湯【金匱｜大承氣湯【傷寒,3,,,0,135.0,122.0,185.5,17.0,33.0,40.0,38.0,0.0,7.0,20.0,20.0,30.0,19.0,phase5_entities_with_H_recomputed_counts,140.0,122.0,31.0,55.0,38.0,16.0,0,0
can_1a0df3ae93,小柴胡湯,formula,formula::小柴胡湯,8,formal_exam|multibook_v033|tcm_v146|wenbing_v044,exam098_115|mb_jingui|mb_shanghan|v146_graph|wenbing,小柴胡湯,high_or_seeded,normal,merged_exact_or_alias,,柴胡湯｜小柴胡湯｜小柴胡湯【金匱｜小柴胡湯【傷寒,4,,,0,125.0,118.0,159.5,10.0,29.0,54.0,19.0,3.0,10.0,20.0,20.0,34.0,9.0,phase5_entities_with_H_recomputed_counts,127.0,118.0,20.0,56.0,22.0,29.0,0,0
can_7cd1f0f517,脈滑數,diagnostic_feature,diagnostic_feature::脈滑數,4,formal_exam|phase2_refined|tcm_v146|wenbing_v044,diagnosis|exam098_115|v146_graph|wenbing,脈滑數,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,111.0,111.0,119.5,3.0,5.0,69.0,0.0,0.0,34.0,17.0,17.0,28.0,53.0,phase5_entities_with_H_recomputed_counts,112.0,111.0,10.0,12.0,0.0,90.0,0,0
can_1968142cd7,氣虛,pattern,pattern::氣虛,3,formal_exam|phase2_refined|tcm_v146,diagnosis|exam098_115|v146_graph,氣虛,high_or_seeded,normal,merged_exact_or_alias,,,0,important_manual_check,high,1,109.0,107.0,140.0,10.0,22.0,73.0,0.0,0.0,4.0,39.0,39.0,6.0,122.0,phase5_entities_with_H_recomputed_counts,111.0,107.0,30.0,67.0,0.0,14.0,0,0
can_d879da2f88,脈沉,diagnostic_feature,diagnostic_feature::脈沉,4,formal_exam|multibook_v033|phase2_refined|tcm_v146,diagnosis|exam098_115|mb_shanghan|v146_graph,脈沉,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,107.0,105.0,117.5,3.0,9.0,72.0,0.0,0.0,23.0,17.0,17.0,7.0,5.0,phase5_entities_with_H_recomputed_counts,109.0,105.0,12.0,26.0,0.0,71.0,0,0
can_7e12f0e38a,心悸,diagnostic_feature,diagnostic_feature::心悸,3,formal_exam|multibook_v033|tcm_v146,exam098_115|mb_shanghan|v146_graph,心悸,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,105.0,105.0,105.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,phase5_entities_with_H_recomputed_counts,129.0,105.0,11.0,36.0,0.0,82.0,0,0
can_889811fa6b,腹痛,disease,disease::腹痛,2,formal_exam|tcm_v146,exam098_115|v146_graph,腹痛,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,105.0,105.0,105.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,phase5_entities_with_H_recomputed_counts,123.0,105.0,14.0,36.0,0.0,73.0,0,0
can_cb6d5af610,舌淡,diagnostic_feature,diagnostic_feature::舌淡,3,formal_exam|phase2_refined|tcm_v146,diagnosis|exam098_115|v146_graph,舌淡,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,104.0,104.0,109.5,1.0,7.0,75.0,0.0,0.0,21.0,15.0,15.0,22.0,3.0,phase5_entities_with_H_recomputed_counts,105.0,104.0,2.0,17.0,0.0,86.0,0,0
can_a42207b438,煩躁,diagnostic_feature,diagnostic_feature::煩躁,4,formal_exam|multibook_v033|tcm_v146|wenbing_v044,exam098_115|mb_shanghan|v146_graph|wenbing,煩躁,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,101.0,101.0,101.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,phase5_entities_with_H_recomputed_counts,101.0,101.0,15.0,18.0,0.0,68.0,0,0
can_8e6e411d46,便秘,diagnostic_feature,diagnostic_feature::便秘,4,formal_exam|phase2_refined|tcm_v146|wenbing_v044,diagnosis|exam098_115|v146_graph|wenbing,便秘,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,105.0,100.0,114.0,3.0,6.0,77.0,0.0,0.0,19.0,8.0,8.0,10.0,9.0,phase5_entities_with_H_recomputed_counts,116.0,100.0,12.0,27.0,0.0,77.0,0,0
can_86df9796e2,腹滿,diagnostic_feature,diagnostic_feature::腹滿,5,formal_exam|multibook_v033|tcm_v146|wenbing_v044,exam098_115|mb_jingui|mb_shanghan|v146_graph|wenbing,腹滿,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,97.0,97.0,97.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,phase5_entities_with_H_recomputed_counts,108.0,97.0,13.0,51.0,0.0,44.0,0,0
can_0a5b7e34af,小青龍湯,formula,formula::小青龍湯,6,formal_exam|multibook_v033|tcm_v146,exam098_115|mb_jingui|mb_shanghan|v146_graph,小青龍湯,high_or_seeded,normal,merged_exact_or_alias,,小青龍湯｜小青龍湯【金匱｜小青龍湯【傷寒,3,,,0,107.0,95.0,151.0,15.0,28.0,44.0,10.0,0.0,10.0,12.0,12.0,50.0,40.0,phase5_entities_with_H_recomputed_counts,113.0,95.0,23.0,56.0,10.0,24.0,0,0
can_5e0e985f7a,脈弦,diagnostic_feature,diagnostic_feature::脈弦,3,formal_exam|phase2_refined|tcm_v146,diagnosis|exam098_115|v146_graph,脈弦,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,96.0,95.0,107.0,3.0,10.0,56.0,0.0,0.0,27.0,11.0,11.0,25.0,143.0,phase5_entities_with_H_recomputed_counts,100.0,95.0,8.0,24.0,0.0,68.0,0,0
can_f2ae7e6b1e,苔白膩,diagnostic_feature,diagnostic_feature::苔白膩,4,formal_exam|phase2_refined|tcm_v146|wenbing_v044,diagnosis|exam098_115|v146_graph|wenbing,苔白膩,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,96.0,95.0,98.5,0.0,5.0,54.0,0.0,0.0,37.0,17.0,17.0,23.0,71.0,phase5_entities_with_H_recomputed_counts,97.0,95.0,0.0,17.0,0.0,80.0,0,0
can_dbbf7052c8,水腫,diagnostic_feature,diagnostic_feature::水腫,3,formal_exam|phase2_refined|tcm_v146,diagnosis|exam098_115|v146_graph,水腫,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,97.0,92.0,111.5,5.0,9.0,64.0,0.0,0.0,19.0,13.0,13.0,5.0,3.0,phase5_entities_with_H_recomputed_counts,110.0,92.0,13.0,32.0,0.0,65.0,0,0
can_eb75172414,舌淡紅,diagnostic_feature,diagnostic_feature::舌淡紅,3,formal_exam|phase2_refined|tcm_v146,diagnosis|exam098_115|v146_graph,舌淡紅,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,92.0,92.0,92.5,0.0,1.0,66.0,0.0,0.0,25.0,14.0,14.0,8.0,3.0,phase5_entities_with_H_recomputed_counts,93.0,92.0,1.0,7.0,0.0,85.0,0,0
can_a2aaa3190c,麻黃湯,formula,formula::麻黃湯,5,formal_exam|multibook_v033|tcm_v146,exam098_115|mb_shanghan|v146_graph,麻黃湯,high_or_seeded,normal,merged_exact_or_alias,,麻黃湯,1,,,0,95.0,91.0,123.5,6.0,33.0,44.0,6.0,0.0,6.0,12.0,12.0,18.0,17.0,phase5_entities_with_H_recomputed_counts,103.0,91.0,14.0,65.0,6.0,18.0,0,0
can_24a97e8494,口苦,diagnostic_feature,diagnostic_feature::口苦,3,formal_exam|phase2_refined|tcm_v146,diagnosis|exam098_115|v146_graph,口苦,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,92.0,91.0,99.0,2.0,6.0,53.0,0.0,0.0,31.0,16.0,16.0,18.0,5.0,phase5_entities_with_H_recomputed_counts,93.0,91.0,5.0,17.0,0.0,71.0,0,0
can_07468b2497,調胃承氣湯,formula,formula::調胃承氣湯,7,formal_exam|multibook_v033|tcm_v146|wenbing_v044,exam098_115|mb_shanghan|v146_graph|wenbing,調胃承氣湯,high_or_seeded,normal,merged_exact_or_alias,,調胃承氣湯,1,,,0,90.0,87.0,110.0,2.0,32.0,37.0,6.0,9.0,4.0,24.0,24.0,38.0,11.0,phase5_entities_with_H_recomputed_counts,94.0,87.0,9.0,60.0,15.0,10.0,0,0
can_4d5ba193b0,失眠,diagnostic_feature,diagnostic_feature::失眠,3,formal_exam|phase2_refined|tcm_v146,diagnosis|exam098_115|v146_graph,失眠,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,86.0,86.0,89.0,1.0,2.0,52.0,0.0,0.0,31.0,14.0,14.0,8.0,3.0,phase5_entities_with_H_recomputed_counts,88.0,86.0,3.0,7.0,0.0,78.0,0,0
can_938f47eaec,舌質淡,diagnostic_feature,diagnostic_feature::舌質淡,3,formal_exam|phase2_refined|tcm_v146,diagnosis|exam098_115|v146_graph,舌質淡,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,84.0,84.0,87.5,1.0,3.0,64.0,0.0,0.0,16.0,14.0,14.0,19.0,61.0,phase5_entities_with_H_recomputed_counts,84.0,84.0,4.0,7.0,0.0,73.0,0,0
can_70d91e24c3,苔黃膩,diagnostic_feature,diagnostic_feature::苔黃膩,4,formal_exam|phase2_refined|tcm_v146|wenbing_v044,diagnosis|exam098_115|v146_graph|wenbing,苔黃膩,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,84.0,84.0,89.0,2.0,2.0,54.0,0.0,0.0,26.0,18.0,18.0,21.0,71.0,phase5_entities_with_H_recomputed_counts,84.0,84.0,6.0,9.0,0.0,69.0,0,0
can_07c9cf9d9a,中風,disease,disease::中風,2,formal_exam|tcm_v146,exam098_115|v146_graph,中風,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,83.0,83.0,83.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,11.0,43.0,phase5_entities_with_H_recomputed_counts,98.0,83.0,12.0,26.0,0.0,60.0,0,0
can_29712407d7,白虎加人參湯,formula,formula::白虎加人參湯,8,formal_exam|multibook_v033|tcm_v146|wenbing_v044,exam098_115|mb_jingui|mb_shanghan|v146_graph|wenbing,白虎加人參湯,high_or_seeded,normal,merged_exact_or_alias,,白虎人參湯｜白虎加人參湯｜白虎加人參湯【金匱｜白虎加人參湯【傷寒,4,,,0,91.0,81.0,130.5,13.0,27.0,29.0,11.0,5.0,6.0,18.0,18.0,42.0,14.0,phase5_entities_with_H_recomputed_counts,96.0,81.0,22.0,47.0,16.0,11.0,0,0
can_f7fe3e3a3d,半夏瀉心湯,formula,formula::半夏瀉心湯,6,formal_exam|multibook_v033|tcm_v146,exam098_115|mb_jingui|mb_shanghan|v146_graph,半夏瀉心湯,high_or_seeded,normal,merged_exact_or_alias,,半夏瀉心湯｜半夏瀉心湯【金匱｜半夏瀉心湯【傷寒,3,,,0,84.0,81.0,117.0,5.0,46.0,29.0,4.0,0.0,0.0,12.0,12.0,40.0,20.0,phase5_entities_with_H_recomputed_counts,84.0,81.0,8.0,72.0,4.0,0.0,0,0
can_a5a4ea5011,脾虛,pattern,pattern::脾虛,3,formal_exam|phase2_refined|tcm_v146,diagnosis|exam098_115|v146_graph,脾虛,high_or_seeded,normal,merged_exact_or_alias,,健運無權｜痰濁內生,2,,,0,83.0,81.0,101.0,4.0,20.0,54.0,0.0,0.0,5.0,26.0,26.0,5.0,16.0,phase5_entities_with_H_recomputed_counts,88.0,81.0,13.0,64.0,0.0,11.0,0,0
can_f987d2f1eb,舌質紅,diagnostic_feature,diagnostic_feature::舌質紅,3,formal_exam|phase2_refined|tcm_v146,diagnosis|exam098_115|v146_graph,舌質紅,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,81.0,81.0,83.5,1.0,1.0,49.0,0.0,0.0,30.0,20.0,20.0,19.0,58.0,phase5_entities_with_H_recomputed_counts,81.0,81.0,2.0,2.0,0.0,77.0,0,0
can_3f426ee9ca,血虛,pattern,pattern::血虛,3,formal_exam|phase2_refined|tcm_v146,diagnosis|exam098_115|v146_graph,血虛,high_or_seeded,normal,merged_exact_or_alias,,血虛嘈雜,1,,,0,81.0,81.0,97.5,5.0,13.0,60.0,0.0,0.0,3.0,22.0,22.0,5.0,54.0,phase5_entities_with_H_recomputed_counts,83.0,81.0,14.0,52.0,0.0,17.0,0,0
can_b16557db90,眩暈,diagnostic_feature,diagnostic_feature::眩暈,3,formal_exam|phase2_refined|tcm_v146,diagnosis|exam098_115|v146_graph,眩暈,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,87.0,80.0,103.5,6.0,9.0,53.0,0.0,0.0,19.0,15.0,15.0,9.0,4.0,phase5_entities_with_H_recomputed_counts,107.0,80.0,14.0,30.0,0.0,63.0,0,0
can_c8683d6ef4,耳鳴,diagnostic_feature,diagnostic_feature::耳鳴,4,formal_exam|phase2_refined|tcm_v146|wenbing_v044,diagnosis|exam098_115|v146_graph|wenbing,耳鳴,high_or_seeded,normal,merged_exact_or_alias,,,0,,,0,80.0,80.0,86.5,3.0,1.0,53.0,0.0,0.0,23.0,12.0,12.0,5.0,3.0,phase5_entities_with_H_recomputed_counts,84.0,80.0,7.0,10.0,0.0,67.0,0,0
can_bfd282c938,銀翹散,formula,formula::銀翹散,7,formal_exam|multibook_v033|tcm_v146|wenbing_v044,exam098_115|mb_shanghan|v146_graph|wenbing,銀翹散,high_or_seeded,normal,merged_exact_or_alias,,銀翹散,1,,,0,80.0,80.0,96.5,3.0,21.0,36.0,0.0,16.0,4.0,6.0,6.0,49.0,28.0,phase5_entities_with_H_recomputed_counts,82.0,80.0,11.0,46.0,16.0,9.0,10.0,0
